C NODEDR     ELEVDR        CDCDR     ISTRMDR
C-------------------------------------------------------------------------------
  -272     649.90         99999         315             / GCC060 --> SR_07S_CBD028
  -273     397.90         99999         323             / CBD031 --> SR_07S_CBD028
  -274     148.90         99999         324             / CBD028 --> SR_07S_CBD028
  -276      37.90         99999         325             / CBD023 --> SR_08S_RFS8S
  -279      54.90         99999         335             / SBP028 --> SR_16_DWRPS1
  -280      36.90         99999         297             / SAC122 --> SR_18_RFS18
  -282      46.90         99999         335             / SBP028 --> SR_16_DWRPS1
  -286     649.90         99999         323             / CBD031 --> SR_07S_CBD028
  -287     872.90         99999         324             / CBD028 --> SR_07S_CBD028
  -288     234.90         99999         324             / CBD028 --> SR_07S_CBD028
  -290      30.90         99999         326             / CBD018 --> SR_08S_RFS8S
  -292      30.90         99999         297             / SAC122 --> SR_18_RFS18
  -294      45.90         99999         338             / SBP018 --> SR_16_DWRPS1
  -296      71.90         99999         362             / FTR012 --> SR_15S_FTR012
  -297     140.90         99999         362             / FTR012 --> SR_15S_FTR012
  -298     911.90         99999         323             / CBD031 --> SR_07S_CBD028
  -299     724.90         99999         324             / CBD028 --> SR_07S_CBD028
  -300     499.90         99999         324             / CBD028 --> SR_07S_CBD028
  -301      84.90         99999         327             / CBD012 --> SR_07S_CBD028
  -304      27.90         99999         367             / SAC085 --> SR_19_RD1500
  -306      39.90         99999         338             / SBP018 --> SR_16_DWRPS1
  -308      62.90         99999         362             / FTR012 --> SR_15S_FTR012
  -309      95.90         99999         362             / FTR012 --> SR_15S_FTR012
  -310     127.90         99999         362             / FTR012 --> SR_15S_FTR012
  -311     745.90         99999         327             / CBD012 --> SR_07S_CBD028
  -312     341.90         99999         327             / CBD012 --> SR_07S_CBD028
  -313      75.90         99999         327             / CBD012 --> SR_07S_CBD028
  -316      21.90         99999         367             / SAC085 --> SR_19_RD1500
  -319      61.90         99999         362             / FTR012 --> SR_15S_FTR012
  -320      91.90         99999         362             / FTR012 --> SR_15S_FTR012
  -321     142.90         99999         362             / FTR012 --> SR_15S_FTR012
  -322     465.90         99999         328             / CBD005 --> SR_07S_CBD028
  -323     287.90         99999         328             / CBD005 --> SR_07S_CBD028
  -324     141.90         99999         328             / CBD005 --> SR_07S_CBD028
  -325      47.90         99999         328             / CBD005 --> SR_07S_CBD028
  -328      21.90         99999         367             / SAC085 --> SR_19_RD1500
  -337     225.90         99999         392             / CCH017 --> SR_20_CCH017
  -338      56.90         99999         392             / CCH017 --> SR_20_CCH017
  -341      26.90         99999         369             / SAC081 --> SR_22_CRC002
  -342      32.90         99999         369             / SAC081 --> SR_23_ABN000
  -343      51.90         99999         369             / SAC081 --> SR_23_ABN000
  -344      88.90         99999         369             / SAC081 --> SR_23_ABN000
  -345     102.90         99999         362             / FTR012 --> SR_24_BRR004
  -346     206.90         99999         369             / SAC081 --> SR_24_ABN000
  -352      24.90         99999         369             / SAC081 --> SR_22_CRC002
  -353      41.90         99999         369             / SAC081 --> SR_23_ABN000
  -354      64.90         99999         369             / SAC081 --> SR_23_ABN000
  -355     105.90         99999         369             / SAC081 --> SR_24_ABN000
  -356     133.90         99999         369             / SAC081 --> SR_24_ABN000
  -357     227.90         99999         369             / SAC081 --> SR_24_ABN010
  -364      31.90         99999         369             / SAC081 --> SR_22_CRC002
  -365      50.90         99999         369             / SAC081 --> SR_23_CRC002
  -366      62.90         99999         369             / SAC081 --> SR_24_CRC002
  -367     126.90         99999         369             / SAC081 --> SR_24_CRC002
  -368     176.90         99999         369             / SAC081 --> SR_24_CRC002
  -369     461.90         99999         369             / SAC081 --> SR_24_CRC002
  -370      17.90         99999         381             / SAC063 --> SR_22_SAC066
